ZINST22,UCTMT,WSTM1,WSTM2,WSTM3,ZINST102,extra value 0,extra value 1,extra value 2,extra value 3,extra value 4,extra value 5,extra value 6,extra value 7,extra value 8,extra value 9
2.07918119430542,34.5,0.0,0.0,0.0,9.999999974752427e-07,-1116024245194.3079,-3829711413.7265787,-4521469038.124607,-1338543128.8023643,-2299165568.6006236,-952845082.6137553,-1028816171.7484832,-471917046.6623699,-13076454.260671092,-11634899.623951238
5.331015586853027,101.62319946289062,921.8010864257812,924.0718994140624,928.2133178710938,0.0029992361087352,15793915695707.305,4337235497.128181,4578598401.277017,9073135407.96922,4063752478.4378123,2423465216.3335724,838143108.0497673,1466871992.9393365,12166530.255761795,14478826.69381024
