ZINST22,UCTMT,WSTM1,WSTM2,WSTM3,ZINST102,extra value 0,extra value 1,extra value 2,extra value 3,extra value 4,extra value 5,extra value 6,extra value 7,extra value 8,extra value 9
2.07918119430542,34.5,0.0,0.0,0.0,9.999999974752427e-07,-1658386352955.3037,-4153743356.563214,-2852249003.411074,-745334631.4827472,-807590195.2298688,-1084271060.9686618,-782938182.4331834,-437391070.29973114,-16766589.38449616,-8784370.42765711
5.331015586853027,88.36033630371094,794.2117919921875,797.8727416992188,800.8798217773438,0.0024435028899461,15251553362786.082,4148028811.7814503,4258536732.199916,9947803900.03545,1546916714.5967116,1812738445.9146178,806586104.1496327,1309714959.4918652,11097317.496428557,13944088.84703343
